"","Condition","Consent","Pre_Q1","Pre_Q2","Pre_Q3","Pre_Q4","Pre_Q5","Pre_Q6","Pre_Q7","Pre_Q8","Pre_Q9","Pre_Q10","Pre_Q11","Pre_Q12","Pre_Q13","Pre_Q14","Pre_Q15","Image1","Image2","Image3","Image4","Image5","Image6","Image7","Image8","Vignette","Fact1","Fact2","Fact3","Fact4","Fact5","Fact6","Fact7","Fact8","Post_Q1","Post_Q2","Post_Q3","Post_Q4","Post_Q5","Post_Q6","Post_Q7","Post_Q8","Post_Q9","Post_Q10","Post_Q11","Post_Q12","Post_Q13","Post_Q14","Post_Q15","Behavior_CleanUp","Manipulation_Check","Animal_Age","Participant_Age","Participant_Gender","Behavior_Image1","Behavior_Image2","Behavior_Image3","Behavior_Image4","Behavior_Image"
"1",1,1,5,2,5,6,7,5,7,6,5,2,2,1,2,1,7,5,5,6,5,7,5,7,6,2,2,2,1,1,2,1,2,1,1,1,3,2,5,7,5,6,5,1,3,1,2,1,7,1,2,1,"19","Female",1,1,2,4,1
"2",1,1,3,3,3,4,5,1,2,1,2,3,2,3,2,2,4,4,2,4,5,6,2,6,2,3,2,2,1,1,2,2,1,1,2,3,4,6,4,5,4,5,5,3,3,6,4,2,4,2,2,1,"20","Male",1,1,1,4,1
"3",1,1,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,6,7,7,6,6,6,7,6,7,1,2,1,2,2,1,2,1,5,7,6,7,7,7,6,7,6,7,6,7,6,7,6,1,2,1,"22","Female",1,1,1,4,2
"4",1,1,1,1,1,7,6,6,6,7,3,2,3,5,1,1,7,6,3,5,6,7,5,7,3,2,2,2,1,1,2,2,1,1,1,1,1,2,5,7,6,7,7,2,7,1,7,3,7,1,2,1,"23","Male",1,1,1,4,1
"5",1,1,7,7,7,1,1,1,1,1,4,7,7,4,7,7,4,1,1,1,1,1,1,7,1,1,2,2,1,1,2,1,1,1,7,4,7,7,1,1,1,1,1,1,1,7,1,7,1,2,2,1,"24","Male",1,2,1,4,2
"6",1,1,4,1,1,7,7,4,4,4,4,4,4,4,1,1,4,4,4,6,4,5,4,4,4,3,2,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,2,1,"24","Male",1,1,1,4,1
"7",1,1,5,5,6,5,7,6,6,5,4,7,6,6,5,7,6,5,6,6,5,7,5,5,6,6,1,1,1,1,1,2,1,1,4,6,5,7,6,6,7,5,6,6,4,3,6,4,6,2,2,1,"25","Female",2,2,2,7,2
"8",1,1,1,1,2,6,7,6,6,7,2,4,1,6,1,7,6,6,5,7,6,7,4,7,2,3,2,2,1,1,2,1,1,1,1,1,1,1,7,7,7,1,6,1,7,1,6,1,6,2,2,1,"26","Male",2,1,1,4,1
"9",1,1,7,5,7,6,7,4,7,6,7,5,7,4,7,5,7,6,5,7,6,5,4,2,3,7,1,2,1,1,1,1,1,1,7,5,7,6,7,5,7,5,7,6,7,5,6,7,6,1,2,1,"27","Male",2,1,2,4,2
"10",1,1,6,6,6,3,3,1,2,1,7,7,6,2,5,5,1,5,2,6,2,7,2,7,3,1,2,2,1,1,2,1,1,1,3,3,6,3,6,5,6,6,6,2,6,2,6,1,6,1,2,1,"28","Male",2,1,1,4,1
"11",1,1,5,4,6,5,4,3,5,4,3,2,3,4,3,2,4,2,5,5,4,7,4,7,5,6,1,1,1,1,1,1,2,1,6,3,4,5,4,6,5,4,3,4,4,3,5,2,4,1,2,1,"28","Male",1,2,1,4,1
"12",1,1,6,4,5,4,4,4,4,4,4,4,7,6,5,4,4,7,4,4,7,4,7,1,7,7,1,1,1,1,1,1,2,1,1,3,6,4,2,6,1,6,2,6,3,7,2,7,4,1,2,1,"30","Male",1,1,1,4,1
"13",1,1,4,3,1,6,7,3,5,1,4,7,3,2,7,2,4,6,6,5,5,5,6,6,5,7,2,2,1,1,2,1,1,2,2,6,5,1,4,1,5,2,2,4,7,7,1,5,6,2,2,1,"30","Male",2,1,1,4,1
"14",1,1,1,1,1,7,7,7,7,7,5,5,6,5,1,1,6,7,1,7,1,7,4,7,4,1,2,2,1,1,1,1,1,1,1,5,7,1,5,7,7,5,7,1,5,1,7,5,7,2,2,1,"30","Male",1,1,1,4,1
"15",1,1,2,3,3,5,4,3,2,5,3,4,3,3,2,3,5,5,3,5,3,4,3,6,3,3,2,2,1,1,2,1,2,1,3,3,6,4,3,5,5,4,6,3,2,6,5,3,5,2,2,1,"31","Male",2,1,1,7,2
"16",1,1,3,3,3,5,6,5,5,5,4,3,3,4,2,2,5,5,2,4,2,6,2,7,2,3,2,2,1,1,2,2,1,1,3,3,5,3,5,6,5,5,5,2,4,3,5,3,6,2,2,1,"31","Male",1,1,1,4,1
"17",1,1,3,4,4,6,7,6,7,7,3,4,5,5,3,3,3,5,3,6,3,7,5,7,3,2,1,2,1,1,2,1,1,1,1,5,4,1,5,4,6,3,4,3,5,1,4,5,5,2,2,1,"32","Male",1,1,1,4,2
"18",1,1,5,4,4,5,6,5,4,5,6,4,4,5,5,6,4,5,4,5,5,4,4,5,5,4,1,1,1,1,1,2,2,2,6,3,4,5,3,5,5,4,6,6,4,4,6,6,5,2,2,2,"32","Male",2,2,1,7,2
"19",1,1,5,5,5,5,5,6,5,4,5,5,4,5,4,4,6,6,6,4,4,4,6,3,5,4,1,1,1,1,1,1,1,1,2,4,4,5,4,4,5,4,4,2,4,3,4,4,3,1,2,3,"33","Female",1,2,1,4,2
"20",1,1,1,1,1,7,7,7,7,7,7,1,1,7,1,1,2,7,5,7,5,7,5,7,5,1,1,2,1,1,2,1,2,1,1,1,1,1,7,7,7,7,1,1,7,1,7,1,7,1,2,1,"33","Female",1,1,1,4,1
"21",1,1,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,6,7,6,7,6,7,6,7,1,1,1,1,1,1,1,1,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,1,2,1,"33","Male",2,1,1,7,2
"22",1,1,7,6,6,7,7,5,6,7,6,5,7,6,7,6,7,7,6,6,7,6,6,6,6,7,1,1,1,1,1,1,1,1,6,7,6,7,6,7,6,5,6,7,6,7,6,7,6,1,2,1,"34","Male",1,2,2,4,2
"23",1,1,7,7,6,7,6,7,7,6,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,7,6,7,6,7,6,7,7,6,7,7,7,7,6,7,1,2,1,"35","Male",1,2,1,4,1
"24",1,1,6,6,5,6,7,7,6,6,7,6,7,4,6,5,4,6,6,5,5,7,6,5,6,6,2,1,1,1,2,1,1,1,6,6,5,6,4,3,6,6,4,3,5,4,3,2,3,1,2,1,"35","Female",2,1,2,4,1
"25",1,1,6,7,5,6,5,6,5,6,7,6,4,5,6,7,5,7,6,5,7,5,7,6,5,6,1,1,1,1,1,1,2,1,6,5,7,5,6,7,5,6,7,6,4,5,6,7,6,1,2,2,"35","Male",1,1,1,4,1
"26",1,1,5,6,5,6,4,5,6,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,1,2,1,2,2,1,1,1,5,6,4,5,5,5,4,5,6,5,6,4,6,6,5,1,2,2,"36","Male",1,1,1,7,1
"27",1,1,1,1,1,6,7,6,7,6,5,2,6,2,2,2,7,6,4,6,4,5,4,7,4,2,2,2,1,1,2,2,1,1,1,1,6,2,4,6,4,5,6,2,6,1,4,2,5,2,2,1,"36","Female",1,1,1,4,1
"28",1,1,1,1,1,7,7,7,7,7,3,3,5,4,1,1,7,5,6,4,5,7,6,7,6,5,2,2,2,2,1,1,1,1,1,7,1,1,7,7,7,7,7,1,7,1,7,7,7,1,2,1,"37","Female",1,1,1,4,1
"29",1,1,6,5,4,7,6,5,6,5,4,7,6,6,4,5,6,7,2,7,3,7,2,7,3,6,1,1,1,1,1,1,1,1,7,5,4,6,5,4,5,4,6,5,4,5,4,6,5,1,2,1,"37","Female",1,1,1,7,1
"30",1,1,5,1,3,4,6,1,5,4,6,7,7,2,4,7,3,3,4,5,6,7,6,7,5,2,2,2,1,1,2,1,1,1,5,4,3,6,4,3,4,1,5,2,3,4,3,7,1,2,2,1,"37","Male",2,1,2,4,1
"31",1,1,1,1,1,7,7,7,7,7,4,4,2,2,1,1,4,7,7,7,7,7,7,7,7,7,2,2,1,1,2,1,1,1,1,4,7,1,4,7,7,6,7,1,4,1,7,4,7,2,2,1,"37","Male",1,1,1,4,1
"32",1,1,3,2,2,6,7,6,7,6,3,1,2,5,1,1,7,7,6,7,5,7,6,7,6,3,2,2,2,1,2,1,1,1,3,1,5,2,6,7,6,7,6,2,5,3,5,1,7,2,2,1,"52","Female",2,1,1,4,1
"33",1,1,5,6,5,4,5,6,6,5,5,6,6,5,4,3,5,6,5,5,6,5,6,4,4,5,1,1,1,1,2,2,2,1,5,6,5,4,5,6,6,5,5,4,5,6,5,5,6,1,2,3,"52","Male",2,1,1,4,2
"34",1,1,2,2,1,4,5,5,4,4,3,3,2,2,2,2,6,5,4,5,4,5,4,5,4,4,2,2,1,1,2,2,2,1,3,2,6,3,3,6,5,4,5,2,4,3,5,4,6,1,2,1,"56","Male",1,1,2,4,1
"35",1,1,1,1,1,7,7,7,7,7,2,2,1,6,1,1,7,7,7,7,7,7,7,7,7,4,2,2,1,1,1,2,1,1,1,7,7,1,2,7,1,7,7,1,7,1,7,1,7,1,2,3,"77","Female",2,1,1,4,1
"36",1,1,1,1,1,7,7,7,7,7,1,1,1,7,1,1,7,7,6,7,6,7,6,7,6,5,2,2,1,1,2,1,1,1,1,1,7,1,7,7,7,7,7,1,7,1,7,1,7,1,2,1,"54","Female",1,1,1,4,1
"37",1,1,1,1,1,7,7,6,7,7,5,1,5,7,1,1,7,6,5,6,5,7,5,7,6,3,1,1,2,1,2,1,2,2,1,1,7,1,7,7,7,6,7,1,7,1,7,1,7,1,2,1,"30","Male",1,1,1,4,1
"38",1,1,6,4,5,4,5,4,6,5,5,6,5,6,5,6,5,6,4,5,6,6,5,5,4,6,1,2,2,1,2,2,2,2,6,5,6,5,6,5,6,5,6,5,6,5,6,4,6,1,2,3,"35","Male",1,2,1,7,1
"39",2,1,2,2,2,6,7,5,1,5,2,5,5,2,2,4,2,6,1,6,1,7,1,7,1,2,2,2,1,1,2,2,2,1,3,5,6,2,2,6,6,5,7,1,3,2,7,6,4,1,2,1,"20","Male",1,1,1,4,1
"40",2,1,5,3,3,5,7,3,5,3,3,3,3,7,1,1,7,7,7,7,6,3,7,3,7,5,1,2,1,1,2,2,1,1,3,1,3,3,7,7,7,7,7,1,6,3,5,1,7,1,2,1,"22","Male",1,1,1,4,1
"41",2,1,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,6,7,7,6,7,7,7,1,2,1,2,1,2,1,2,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,1,2,1,"22","Female",1,1,2,4,2
"42",2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,6,4,7,4,7,4,7,2,2,1,1,2,2,1,1,1,3,6,2,6,6,6,5,7,3,6,1,6,4,6,1,2,1,"22","Female",1,1,1,1,1
"43",2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,4,6,1,1,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,"23","Female",1,1,1,4,1
"44",2,1,6,5,6,7,6,5,7,5,4,6,5,6,7,5,6,5,4,5,5,4,5,5,5,5,1,1,2,1,1,2,1,1,5,6,7,6,5,6,7,6,5,6,7,6,5,7,6,1,2,1,"25","Male",3,1,1,5,2
"45",2,1,4,1,6,6,7,4,2,7,5,3,2,4,2,4,6,7,7,7,4,5,7,7,7,7,2,1,2,1,2,2,1,1,4,4,5,1,4,7,2,7,2,6,1,4,3,1,3,1,2,1,"25","Male",3,1,1,4,1
"46",2,1,3,7,6,4,7,6,6,5,6,3,5,6,2,6,7,5,6,5,2,7,7,6,5,7,2,2,1,1,2,1,1,1,2,2,5,1,6,6,6,6,6,1,5,1,2,5,4,2,2,1,"25","Male",3,1,1,4,1
"47",2,1,6,7,6,6,7,6,7,6,6,7,5,6,7,6,7,7,6,7,6,7,7,6,5,7,2,1,1,2,1,1,2,1,7,6,7,6,5,7,6,7,6,7,5,6,7,7,6,1,2,1,"25","Female",3,1,1,5,2
"48",2,1,5,7,5,3,5,2,5,2,3,2,3,2,5,3,4,6,5,6,5,6,5,3,6,6,1,2,1,2,1,2,1,2,6,3,6,3,6,3,5,3,3,5,2,6,3,5,3,2,2,1,"28","Male",3,1,2,4,1
"49",2,1,1,1,1,7,7,7,7,7,4,1,4,4,1,1,4,7,7,7,7,7,7,7,7,7,1,2,1,1,2,2,1,1,1,4,7,1,4,7,7,4,7,1,4,4,7,4,7,2,2,1,"28","Male",1,1,1,4,1
"50",2,1,2,2,2,7,7,6,6,6,6,3,5,2,2,2,3,5,3,5,3,6,3,5,3,4,2,2,2,1,2,1,1,1,1,5,7,2,4,7,6,5,7,2,5,1,7,2,6,1,2,1,"29","Male",1,1,1,4,1
"51",2,1,1,1,1,6,5,5,6,5,6,5,7,1,1,2,3,3,5,4,2,6,5,7,5,5,2,2,1,1,2,1,1,1,2,6,7,3,2,7,5,2,7,2,3,2,7,7,6,2,2,1,"29","Female",1,1,1,4,1
"52",2,1,5,6,4,5,6,3,4,6,5,3,4,6,3,4,6,5,3,6,2,7,2,7,2,6,1,2,1,1,2,1,2,1,4,6,3,4,5,6,4,5,6,2,4,2,4,5,4,2,2,1,"29","Female",1,1,1,4,1
"53",2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,5,2,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,"29","Male",3,1,1,4,2
"54",2,1,4,3,7,3,2,3,3,6,7,1,6,3,3,6,5,5,5,4,3,5,4,7,5,6,2,1,2,2,2,1,2,1,1,6,6,6,4,5,3,2,2,3,1,6,5,3,4,2,2,1,"30","Male",3,1,2,5,2
"55",2,1,5,5,6,6,5,6,5,4,6,5,6,6,6,5,7,7,7,7,7,7,7,7,7,7,2,1,1,2,1,2,1,1,7,6,5,5,6,6,6,6,7,6,5,7,7,6,5,1,2,2,"30","Male",3,2,1,4,2
"56",2,1,1,1,2,7,7,5,3,6,3,1,2,3,2,2,5,6,4,6,3,7,2,6,4,7,2,2,1,1,2,1,2,1,1,1,7,2,7,5,6,6,7,1,6,1,7,1,5,1,2,1,"31","Female",1,1,1,4,1
"57",2,1,3,4,5,6,7,6,5,4,3,2,3,4,5,5,6,6,6,5,4,4,3,2,1,6,1,1,1,2,2,1,1,1,2,3,5,6,7,6,5,4,3,2,1,2,3,4,5,1,2,1,"32","Male",3,1,1,5,1
"58",2,1,1,1,1,6,1,5,4,5,3,4,2,4,1,2,5,7,4,6,5,7,5,7,4,6,1,2,1,1,2,1,1,1,4,1,1,1,4,7,7,4,4,1,4,4,5,3,6,1,2,1,"32","Male",1,1,1,4,1
"59",2,1,1,1,1,5,6,6,5,5,5,4,5,3,2,2,3,7,5,7,6,7,5,7,5,7,1,2,1,1,1,1,2,2,2,2,1,4,4,6,7,6,7,1,6,3,6,5,5,2,1,1,"33","Male",1,1,1,4,1
"60",2,1,1,1,1,7,5,3,5,3,4,4,4,1,4,1,4,1,4,4,4,5,4,6,4,5,2,2,1,1,2,1,2,1,5,4,7,5,1,7,7,4,7,1,7,1,7,4,7,2,2,1,"33","Female",1,1,1,4,1
"61",2,1,4,4,5,5,5,3,4,4,5,5,4,4,5,5,3,4,4,4,4,4,4,4,4,4,2,2,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,"34","Male",1,1,1,4,1
"62",2,1,6,4,7,1,2,1,1,1,2,3,5,1,5,5,7,5,4,6,2,7,4,7,1,6,2,2,1,1,2,1,1,1,6,1,5,2,3,2,2,4,2,5,1,6,4,6,5,2,2,1,"34","Male",3,1,1,4,2
"63",2,1,7,3,6,4,7,7,6,7,3,3,4,3,2,5,7,7,4,6,3,7,6,7,4,7,1,2,1,2,1,1,2,1,1,1,7,2,2,5,7,7,7,2,6,1,5,6,6,1,2,2,"34","Male",1,1,1,4,1
"64",2,1,5,6,7,6,5,6,5,4,5,6,5,4,6,5,4,5,7,6,7,7,5,5,6,6,1,1,1,1,2,2,1,1,5,6,5,6,7,6,5,6,7,6,5,6,7,6,5,1,2,3,"35","Female",1,1,1,5,1
"65",2,1,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,7,6,6,6,6,6,6,6,6,7,5,7,6,7,7,1,2,1,"35","Male",3,2,2,5,2
"66",2,1,6,7,6,6,6,7,7,6,6,7,7,7,7,6,7,6,5,6,7,5,6,5,5,6,1,1,1,1,1,1,1,1,5,6,6,7,6,6,7,6,6,7,6,7,6,5,6,1,2,1,"35","Male",3,1,1,4,2
"67",2,1,6,7,6,5,6,7,5,6,5,6,7,6,5,6,6,6,5,6,6,5,6,5,6,6,1,1,1,1,1,1,1,1,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,1,2,1,"36","Male",3,1,1,5,1
"68",2,1,1,1,1,7,7,6,7,6,2,1,1,4,1,2,7,7,1,7,2,7,1,7,1,5,2,2,1,1,2,1,1,1,1,1,7,2,5,2,7,7,7,1,6,1,7,1,4,2,2,1,"37","Male",1,1,1,4,1
"69",2,1,2,1,2,5,6,2,4,4,5,1,2,7,1,2,6,2,1,1,1,3,1,4,1,3,2,2,1,1,2,1,1,1,3,2,6,3,5,2,5,7,6,3,4,3,5,2,6,2,2,1,"39","Male",1,1,1,4,1
"70",2,1,1,1,1,7,7,7,7,7,6,1,6,5,1,1,7,7,7,7,7,7,7,7,5,3,2,2,2,1,2,2,2,1,1,1,7,1,7,7,7,3,7,1,1,1,3,5,3,2,2,1,"39","Female",1,1,1,4,1
"71",2,1,7,4,7,1,1,1,1,1,4,7,7,1,7,7,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2,2,2,7,7,1,7,1,1,1,1,4,7,1,7,1,7,1,2,2,1,"40","Male",1,2,2,5,2
"72",2,1,1,1,1,6,6,6,5,5,5,4,4,4,3,3,4,3,3,4,3,5,4,2,4,5,2,2,1,1,1,1,1,1,2,4,6,3,6,6,6,4,5,2,4,2,6,4,6,2,2,1,"41","Female",1,1,1,4,1
"73",2,1,2,1,3,5,7,5,5,4,4,6,4,3,2,3,6,6,3,5,3,7,4,7,4,5,2,2,1,1,2,2,1,1,3,1,5,3,4,5,6,6,7,1,4,3,6,4,6,1,2,1,"44","Male",1,1,2,4,1
"74",2,1,6,6,6,6,7,6,7,6,6,7,7,7,7,7,7,1,7,1,6,2,6,1,7,6,1,1,1,1,1,1,1,1,5,6,6,6,6,7,6,7,6,6,6,6,7,6,6,1,2,2,"45","Male",3,1,1,4,1
"75",2,1,5,6,7,7,6,7,6,7,6,7,6,7,5,7,6,6,6,7,6,7,6,7,7,7,2,1,1,1,1,1,1,1,2,6,7,5,4,3,6,5,7,4,5,6,5,6,7,1,2,1,"47","Female",1,1,1,4,1
"76",2,1,6,7,5,6,4,5,6,7,6,4,5,6,7,6,5,7,4,6,7,1,4,1,4,7,1,2,1,1,2,1,2,1,6,7,5,6,4,7,6,5,6,7,5,3,4,1,7,1,2,3,"50","Female",3,2,1,4,1
"77",2,1,4,3,3,4,4,4,4,4,4,3,5,3,2,2,3,5,4,5,4,6,4,7,5,6,1,2,1,1,2,2,1,1,4,4,5,4,4,6,5,5,6,2,6,3,4,5,5,2,2,1,"51","Female",3,2,2,5,1
"78",2,1,3,2,2,6,7,5,5,5,3,2,2,6,2,3,6,6,4,6,5,6,3,7,3,6,2,2,1,1,2,1,1,1,2,2,6,2,6,6,6,6,7,1,6,2,6,2,6,1,2,1,"53","Male",1,1,1,4,1
"79",2,1,6,7,6,7,6,6,7,6,7,7,6,6,7,7,6,7,6,7,7,6,6,6,6,6,1,2,1,1,1,2,1,1,5,7,6,7,6,7,7,6,7,6,7,6,7,6,6,1,2,2,"61","Male",1,2,2,5,1
"80",2,1,3,6,2,5,6,6,4,5,6,4,5,4,5,5,4,4,5,6,3,5,4,1,5,4,1,2,1,1,1,1,1,1,5,3,6,4,4,5,4,4,6,6,4,5,3,3,6,2,2,1,"32","Male",1,1,1,4,1
"81",2,1,1,2,2,6,6,6,6,7,6,6,7,4,3,4,6,5,5,5,5,5,6,5,6,5,2,2,1,1,2,2,1,1,2,1,6,2,5,5,6,5,5,2,6,2,5,3,5,2,2,1,"53","Male",1,1,1,4,1
"82",3,1,5,4,4,5,3,4,5,4,6,4,6,4,5,4,5,6,5,6,3,7,6,5,3,6,1,2,1,2,2,1,1,2,5,2,5,4,3,5,3,6,4,3,5,3,7,6,5,1,1,2,"23","Male",2,1,1,4,1
"83",3,1,4,5,5,6,6,5,4,6,6,5,5,4,4,6,6,7,4,7,5,7,3,7,2,6,1,2,2,1,2,1,1,1,4,3,3,2,3,4,5,4,5,5,4,5,5,4,6,1,1,2,"24","Female",1,1,1,4,1
"84",3,1,6,5,7,7,6,5,1,5,5,6,1,7,7,1,6,7,3,7,3,5,2,6,7,7,2,1,2,1,1,1,1,2,3,1,3,7,1,7,6,7,2,7,6,5,2,2,1,1,1,1,"25","Male",1,1,1,4,1
"85",3,1,7,5,7,5,6,7,4,5,7,6,5,4,6,7,6,7,5,7,2,7,1,7,1,7,1,2,1,1,1,2,2,1,5,6,7,5,7,6,5,6,7,6,7,5,7,6,7,1,1,2,"26","Male",2,1,1,4,1
"86",3,1,1,1,1,7,7,5,7,5,7,3,1,3,3,2,4,2,1,2,1,4,1,4,1,4,2,2,1,1,2,1,1,1,3,4,7,3,3,5,7,5,7,1,3,3,7,1,5,2,1,1,"27","Male",1,1,1,4,1
"87",3,1,3,2,2,6,5,1,4,3,3,2,6,3,4,3,3,3,5,6,2,7,4,6,4,5,2,1,1,1,1,1,1,1,5,4,7,6,5,5,5,5,7,2,4,4,6,7,6,1,1,1,"28","Male",2,1,1,4,1
"88",3,1,2,1,1,7,7,3,7,7,1,1,2,6,1,1,7,7,1,6,1,7,1,7,1,7,2,2,1,1,2,2,1,1,1,1,1,1,6,7,7,1,6,1,4,1,2,1,7,1,1,2,"29","Male",1,1,1,4,1
"89",3,1,7,6,7,6,7,7,6,7,7,6,7,6,7,6,7,7,7,7,7,6,7,6,7,7,1,1,1,1,1,1,1,1,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,1,1,1,"29","Male",1,1,2,4,1
"90",3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,"30","Male",1,1,2,4,1
"91",3,1,1,1,1,4,7,2,7,2,7,7,5,1,1,5,7,7,1,7,1,7,1,7,1,7,2,1,1,1,1,1,1,1,6,1,7,1,1,7,7,1,7,1,5,1,7,2,6,2,1,1,"31","Female",1,1,1,4,1
"92",3,1,2,1,2,7,7,6,7,6,1,6,7,6,1,7,6,7,4,7,5,7,5,7,1,7,1,1,1,2,1,1,1,1,1,1,7,1,1,7,6,1,7,1,7,1,7,1,7,1,1,1,"31","Male",1,1,1,4,1
"93",3,1,5,6,7,5,4,2,1,2,4,5,6,7,6,5,4,7,6,5,4,3,2,1,4,4,1,1,1,1,1,1,2,2,6,5,4,3,2,2,3,4,5,6,7,6,5,4,3,1,1,1,"32","Female",1,1,1,4,2
"94",3,1,5,3,2,3,5,2,3,3,5,2,3,2,2,2,2,1,2,3,4,5,6,7,4,5,1,1,1,2,2,2,1,1,2,2,2,3,2,3,2,2,2,2,3,3,3,2,2,1,1,1,"32","Female",1,1,1,5,1
