"","Condition","Consent","Pre_Q1","Pre_Q2","Pre_Q3","Pre_Q4","Pre_Q5","Pre_Q6","Pre_Q7","Pre_Q8","Pre_Q9","Pre_Q10","Pre_Q11","Pre_Q12","Pre_Q13","Pre_Q14","Pre_Q15","Image1","Image2","Image3","Image4","Image5","Image6","Image7","Image8","Vignette","Fact1","Fact2","Fact3","Fact4","Fact5","Fact6","Fact7","Fact8","Post_Q1","Post_Q2","Post_Q3","Post_Q4","Post_Q5","Post_Q6","Post_Q7","Post_Q8","Post_Q9","Post_Q10","Post_Q11","Post_Q12","Post_Q13","Post_Q14","Post_Q15","Behavior_CleanUp","Manipulation_Check","Animal_Age","Participant_Age","Participant_Gender","Behavior_Image1","Behavior_Image2","Behavior_Image3","Behavior_Image4","Behavior_Image"
"293",8,1,1,1,1,5,6,2,7,4,6,2,2,4,1,2,5,1,1,2,1,2,3,2,5,2,2,2,1,1,2,2,1,1,6,3,7,6,4,7,7,5,7,1,3,1,7,4,6,2,4,3,"34","Male",1,1,1,4,1
"294",8,1,6,5,6,5,5,5,6,4,6,5,6,6,6,6,5,7,6,7,4,6,4,3,2,6,1,1,1,1,1,1,1,1,6,6,6,5,6,4,5,4,6,5,7,5,6,5,6,1,4,3,"35","Male",1,1,1,4,1
"295",8,1,1,1,1,6,6,7,6,5,4,2,4,3,3,5,6,6,4,7,4,7,4,6,5,3,2,2,1,1,2,2,1,1,1,1,7,1,4,5,7,5,7,1,5,1,7,4,6,2,4,3,"36","Female",1,1,1,4,1
"296",8,1,5,2,1,7,7,1,5,7,3,5,2,7,1,2,7,6,2,7,4,7,1,7,1,6,2,1,1,1,1,2,1,1,1,2,3,2,5,1,7,3,7,1,3,5,1,2,1,1,4,3,"37","Male",1,2,1,4,1
"297",8,1,5,6,5,4,5,2,5,5,6,5,5,5,6,6,7,7,2,6,4,6,6,5,5,6,1,1,1,2,2,2,1,1,2,3,4,4,5,3,3,4,2,6,3,3,2,4,2,1,4,3,"37","Male",1,1,1,4,1
"298",8,1,6,5,4,6,5,4,7,6,5,4,6,5,4,6,5,7,2,7,2,7,2,7,2,5,1,1,1,1,1,1,1,1,6,5,4,7,6,5,4,6,5,4,7,6,5,4,6,1,4,3,"38","Female",1,1,1,4,1
"299",8,1,1,1,1,4,4,1,1,1,4,4,7,1,1,7,7,2,5,3,4,2,6,2,5,4,2,2,1,1,2,2,1,1,7,1,4,7,1,4,4,1,4,4,1,4,7,7,1,2,4,3,"39","Male",1,1,1,4,1
"300",8,1,1,1,1,7,7,6,7,6,4,4,4,6,1,1,5,5,6,6,5,7,6,5,7,3,2,2,1,1,2,2,1,1,1,1,7,1,7,7,5,7,6,1,7,1,7,1,7,1,4,3,"39","Male",1,1,1,4,1
"301",8,1,5,5,2,2,2,1,2,1,6,4,6,1,2,2,1,1,1,2,5,5,4,5,2,4,2,2,1,1,2,2,1,1,7,7,5,7,4,5,4,2,4,4,2,6,4,6,4,2,4,3,"39","Female",1,1,1,4,1
"302",8,1,4,6,5,5,4,6,6,5,4,5,6,4,5,6,4,5,5,4,6,5,5,6,5,4,2,1,1,1,2,1,1,2,5,6,4,5,6,4,6,5,4,4,5,5,4,5,6,1,4,3,"40","Female",1,1,1,5,1
"303",8,1,5,6,7,6,5,4,5,6,5,6,7,6,7,6,5,6,7,6,6,6,7,6,5,6,1,2,1,1,1,1,1,1,6,5,6,7,6,5,4,5,6,5,6,5,6,6,7,1,4,3,"40","Male",1,1,2,5,2
"304",8,1,7,6,5,4,3,2,3,4,5,6,7,6,5,4,3,7,6,5,7,6,4,5,7,7,1,1,1,1,1,1,1,1,7,6,5,4,3,4,5,6,7,6,5,4,3,2,4,1,4,1,"42","Male",1,2,1,5,1
"305",8,1,2,2,2,6,6,5,4,5,4,3,4,5,3,3,5,6,5,7,6,7,6,7,6,1,2,2,1,1,2,2,1,1,3,3,5,3,6,5,6,5,6,2,4,2,6,4,6,1,4,3,"45","Male",1,1,1,4,1
"306",8,1,2,2,2,7,7,6,5,5,2,1,2,5,1,1,3,3,5,5,2,5,5,5,6,3,2,2,1,1,2,2,1,1,3,3,7,1,6,7,7,6,7,1,5,2,6,2,7,1,4,3,"49","Female",1,1,1,4,1
"307",8,1,2,2,2,6,6,4,5,5,4,3,5,2,3,2,3,2,4,5,4,5,4,4,5,3,2,2,1,1,2,2,1,1,3,5,6,4,3,5,6,3,6,3,4,3,6,5,5,2,4,3,"57","Female",2,1,1,4,1
"308",8,1,7,7,7,1,3,1,6,5,5,7,6,1,6,3,1,2,3,3,2,3,5,3,1,3,2,2,1,1,2,2,1,1,5,7,7,6,1,3,2,1,3,2,5,3,1,5,3,2,4,3,"64","Male",1,1,1,4,1
"309",8,1,1,1,1,7,7,4,5,5,4,4,6,5,1,1,2,6,6,7,5,7,6,7,7,2,2,2,1,1,2,2,1,1,3,7,7,4,5,7,6,1,7,1,4,2,7,7,7,2,4,3,"47","Male",1,1,1,4,1
"310",8,1,5,4,4,6,6,5,4,4,5,4,5,4,5,4,5,5,4,5,5,5,4,5,6,5,2,2,1,1,2,2,1,1,3,5,5,4,4,4,6,4,5,2,4,4,4,4,4,1,4,3,"30","Male",2,1,1,5,1
"311",8,1,1,1,1,7,7,7,7,7,4,4,5,5,1,1,6,6,3,7,4,7,5,5,6,3,2,2,1,1,2,2,1,1,1,1,1,1,5,6,7,4,7,1,4,7,7,4,7,1,4,3,"46","Female",1,1,1,4,1
"312",8,1,6,1,2,6,6,4,3,2,2,4,3,5,2,3,5,5,3,7,3,5,3,5,3,7,1,2,1,1,2,1,1,1,3,5,5,4,5,3,5,4,5,3,3,3,4,5,5,1,4,3,"35","Male",1,1,1,4,1
"313",8,1,6,5,7,5,6,7,7,5,6,6,7,5,6,6,7,5,7,5,6,7,5,7,5,5,1,1,2,2,1,1,2,2,5,7,6,6,7,7,5,6,5,4,4,4,6,6,7,1,4,3,"25","Female",2,1,2,5,1
"314",8,1,6,4,6,6,5,7,7,6,5,5,6,6,5,6,7,5,5,4,5,4,3,6,4,5,2,2,1,1,2,1,1,1,5,3,5,5,6,5,6,6,5,4,6,6,5,5,7,2,4,3,"32","Male",2,1,2,4,2
"315",8,1,5,4,6,5,5,7,4,5,6,5,6,4,5,5,6,5,4,7,3,5,6,5,2,7,2,1,1,1,2,2,1,1,3,2,3,2,1,2,5,3,4,1,3,2,3,4,2,1,4,3,"38","Female",1,1,1,4,1
"316",8,1,2,2,2,7,7,7,4,7,6,4,4,4,1,1,7,7,2,7,1,6,1,7,2,7,2,2,1,2,2,1,2,1,1,1,7,4,7,7,7,4,4,1,6,4,4,4,4,1,4,3,"37","Female",1,1,1,4,1
"317",8,1,6,5,6,5,7,6,7,6,5,6,5,7,6,5,7,6,7,6,7,4,6,6,6,6,1,2,1,1,2,1,2,1,6,5,7,6,5,7,6,7,6,8,6,5,7,6,7,1,4,3,"25","Male",1,1,1,4,1
"318",8,1,6,5,6,5,7,6,7,5,5,5,6,6,6,6,6,6,6,7,6,6,5,4,6,5,1,1,1,2,2,1,1,2,6,5,6,5,4,5,6,5,6,8,6,5,6,7,6,1,4,3,"25","Male",2,1,2,4,1
"319",8,1,1,1,1,4,7,1,2,2,4,4,2,1,1,1,7,5,2,7,2,7,2,4,3,1,2,2,1,1,2,2,1,1,2,1,7,2,4,7,4,5,4,1,4,2,7,2,7,2,4,3,"33","Male",2,1,1,4,1
"320",9,1,3,3,3,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,2,2,1,1,1,2,2,1,1,2,2,5,2,4,4,5,4,5,2,4,4,5,4,4,1,5,3,"27","Male",1,1,1,4,1
"321",9,1,2,3,2,5,5,2,3,2,5,5,5,1,3,6,2,2,3,3,2,2,4,2,2,2,2,2,1,1,2,2,1,1,6,5,6,5,3,3,5,3,6,4,2,5,5,6,3,2,5,3,"30","Female",1,1,1,6,2
"322",9,1,5,6,3,6,5,7,5,6,4,7,6,7,5,7,6,5,7,4,7,5,5,2,4,7,1,2,1,1,2,2,1,1,6,4,7,5,6,5,5,7,3,6,5,7,6,7,6,1,5,3,"30","Male",1,1,1,6,2
"323",9,1,1,1,1,7,7,4,5,5,3,2,4,2,1,1,4,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,7,5,2,7,1,4,1,7,3,7,2,5,3,"31","Male",1,1,1,4,1
"324",9,1,5,4,6,4,6,4,5,7,5,7,6,4,5,6,5,4,6,5,5,6,6,4,5,7,1,2,1,1,1,2,1,1,5,6,4,3,4,5,6,4,5,6,5,4,6,5,7,1,5,3,"32","Male",2,1,2,6,1
"325",9,1,7,5,1,7,7,7,6,7,5,4,4,5,1,1,7,3,7,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,3,1,2,4,6,7,5,7,1,5,2,6,2,4,1,5,3,"37","Male",1,1,1,4,1
"326",9,1,1,1,1,7,7,6,5,3,3,2,3,5,1,1,7,2,5,2,2,5,5,7,6,6,2,2,1,1,2,2,1,1,3,1,7,5,7,7,7,6,7,1,6,4,7,2,7,1,5,3,"39","Female",1,1,1,4,1
"327",9,1,6,5,6,5,4,5,6,5,6,7,6,5,6,6,7,6,6,6,6,6,7,6,6,6,2,1,1,2,1,1,1,2,5,6,6,5,6,5,6,6,4,7,4,5,6,5,4,1,5,3,"40","Female",2,1,2,6,1
"328",9,1,3,3,3,5,7,6,5,6,3,3,3,5,2,3,6,2,3,3,2,3,4,4,3,3,2,2,1,1,2,2,1,1,2,2,6,2,5,5,6,5,5,7,6,3,5,2,5,1,5,3,"42","Female",1,1,1,4,1
"329",9,1,3,3,5,6,7,4,7,5,4,4,4,4,5,5,5,1,5,3,1,3,4,4,1,2,1,2,1,1,2,2,1,2,4,3,4,4,5,4,5,3,5,3,4,7,3,4,4,2,5,3,"44","Female",2,1,1,4,1
"330",9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,"44","Female",1,2,2,6,2
"331",9,1,3,2,2,5,4,3,5,5,4,5,6,3,3,2,2,1,5,2,2,1,2,3,2,3,2,2,1,1,2,2,1,1,3,6,6,5,3,5,5,2,6,3,3,2,5,6,6,2,5,3,"57","Male",1,1,1,4,2
"332",9,1,5,6,5,6,5,5,6,5,6,5,6,5,6,5,6,5,6,7,6,4,4,4,4,6,1,1,1,1,1,2,2,1,6,5,6,5,6,5,6,5,6,5,6,6,5,6,5,1,5,2,"65","Male",2,1,1,4,1
"333",9,1,1,1,2,7,7,4,5,7,4,3,6,4,1,1,7,4,6,5,2,5,4,5,6,5,2,2,1,1,2,2,1,1,2,2,6,2,5,6,6,4,7,1,5,2,6,4,6,1,5,3,"65","Female",1,1,1,4,1
"334",9,1,4,3,5,5,6,1,3,3,4,3,2,5,1,4,4,1,1,1,1,2,1,1,1,3,2,2,1,1,2,2,1,1,3,4,4,5,5,7,5,4,4,1,4,4,1,4,4,2,5,3,"34","Male",1,1,1,4,1
"335",9,1,1,1,2,7,7,7,7,7,1,1,2,1,1,1,7,1,5,1,1,1,1,1,2,7,2,2,1,1,2,2,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,1,6,1,5,3,"64","Male",1,1,1,4,1
"336",9,1,1,1,1,7,6,7,6,7,1,7,6,1,1,1,7,2,2,2,2,1,2,2,2,7,2,2,1,1,2,2,1,1,1,2,7,1,1,7,7,6,7,1,7,7,7,1,7,1,5,3,"37","Male",1,1,1,4,1
"337",9,1,5,4,6,5,6,4,5,3,5,4,6,5,6,4,7,5,7,5,3,5,4,6,3,5,1,1,2,1,2,1,1,2,3,4,6,2,6,4,6,5,6,4,5,3,5,4,6,1,5,3,"30","Female",1,1,1,6,2
"338",9,1,1,1,1,7,7,2,2,2,4,4,7,5,2,1,6,2,2,3,3,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,7,4,6,7,7,2,7,1,6,6,6,7,1,2,5,3,"35","Male",1,1,1,4,1
"339",9,1,5,6,7,3,4,6,7,5,3,7,6,4,5,2,6,7,6,7,4,6,4,2,5,7,1,1,2,1,1,2,1,1,4,5,6,7,6,4,5,6,6,7,5,2,6,4,7,1,5,3,"36","Female",2,2,1,6,1
"340",9,1,6,7,6,7,6,7,6,7,6,7,6,6,7,6,7,6,6,7,6,5,6,7,6,6,2,1,2,1,2,1,2,1,6,6,6,7,6,7,6,7,6,7,6,7,6,7,6,1,5,1,"35","Male",1,1,1,4,1
"341",9,1,5,6,5,6,5,4,5,6,6,5,6,5,5,6,5,5,6,6,5,6,5,6,4,6,1,1,2,1,1,2,1,1,5,6,5,6,5,6,5,6,5,4,6,6,5,6,5,1,5,3,"41","Male",2,2,2,6,2
"342",9,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,7,1,7,1,7,7,7,7,7,6,2,1,1,1,1,2,1,2,1,7,1,1,7,1,7,6,7,1,7,1,1,6,7,1,5,3,"25","Male",1,1,1,6,1
"343",9,1,1,1,1,7,7,6,7,6,2,1,2,4,1,1,7,2,6,2,1,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,4,7,6,7,7,2,7,1,7,2,7,1,5,3,"25","Female",1,1,1,4,1
"344",9,1,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,6,6,6,1,1,2,1,1,1,2,1,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,1,5,3,"27","Male",1,1,1,4,1
"345",9,1,7,6,5,4,3,4,5,6,7,6,5,4,3,2,7,7,4,5,6,7,7,4,7,7,1,2,2,1,1,2,2,1,3,6,6,7,4,6,7,5,7,6,3,7,5,7,6,1,5,3,"36","Female",2,1,1,4,2
"346",9,1,7,4,5,7,6,4,7,6,4,5,7,7,5,7,6,7,5,7,4,7,5,7,7,7,1,1,1,2,1,1,1,1,7,4,5,3,5,7,6,4,5,7,6,4,5,7,4,1,5,1,"42","Female",2,1,1,6,1
"347",9,1,2,1,2,5,4,3,2,4,2,3,6,2,2,3,2,2,5,4,5,2,4,1,5,6,2,2,1,1,2,2,1,1,4,5,3,6,3,6,5,3,6,3,3,4,6,6,6,2,5,3,"70","Male",1,1,1,4,1
"348",9,1,3,4,4,3,6,5,4,5,5,3,4,4,2,4,5,2,5,4,2,3,1,5,4,3,1,2,1,1,2,2,1,1,4,3,4,4,3,5,6,5,6,3,3,4,3,5,5,1,5,3,"32","Male",1,1,2,6,2
"349",9,1,6,7,7,6,6,7,7,6,5,6,7,6,5,6,6,7,7,6,7,6,6,4,5,6,1,1,2,1,1,2,1,1,7,6,7,5,7,6,6,7,7,5,6,7,6,6,6,1,5,3,"42","Male",2,1,1,6,2
"350",9,1,2,2,2,5,6,3,4,3,4,3,3,2,4,7,6,2,4,3,2,5,4,2,2,2,2,2,1,1,2,2,1,1,5,2,5,6,2,4,5,3,6,2,2,3,6,4,1,1,5,3,"24","Male",1,1,1,4,2
"351",9,1,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,7,5,6,6,4,5,6,1,2,1,1,1,1,2,1,6,5,6,5,4,5,5,6,5,6,5,6,5,6,5,1,5,3,"32","Male",2,1,1,6,2
"352",9,1,1,1,1,5,6,4,4,3,3,2,4,5,3,3,6,1,1,1,1,1,1,1,1,4,1,2,1,1,2,1,1,1,4,1,7,4,6,6,6,1,6,1,1,4,6,4,5,2,5,3,"29","Male",1,2,1,4,2
"353",9,1,2,3,2,6,6,5,5,6,5,4,6,5,3,3,5,4,6,3,6,6,6,6,7,5,1,1,1,1,1,2,2,1,2,2,6,3,5,6,6,4,5,3,5,2,5,4,6,2,5,3,"58","Female",1,1,1,4,1
"354",9,1,5,4,5,6,5,5,6,5,4,5,4,5,5,6,4,5,4,5,5,5,6,5,6,5,1,1,1,2,1,1,2,2,5,6,5,5,6,5,5,5,6,4,5,6,5,4,5,1,5,3,"32","Male",2,2,1,4,1
"355",10,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,4,7,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,2,"27","Male",1,1,1,4,1
"356",10,1,3,3,5,5,6,3,4,5,4,5,6,4,3,3,2,2,3,2,5,1,3,2,5,6,2,2,1,1,2,2,1,1,3,2,4,5,4,3,5,3,5,3,4,4,4,6,5,2,5,3,"28","Male",1,1,1,4,2
"357",10,1,6,5,4,3,7,6,5,4,6,5,4,3,6,4,4,6,5,5,4,4,3,4,2,5,1,1,2,1,2,1,1,1,5,3,5,4,3,5,3,5,4,5,4,6,5,4,5,1,5,3,"29","Male",1,1,1,6,1
"358",10,1,4,5,4,5,6,5,4,4,5,3,4,5,4,4,5,5,6,4,5,4,6,5,6,5,1,1,2,1,1,2,2,1,4,5,6,5,4,5,6,6,6,4,5,6,4,3,4,1,5,2,"30","Female",1,2,2,6,1
"359",10,1,5,5,4,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,4,5,4,5,4,4,1,1,1,1,1,1,1,1,4,4,5,4,5,6,6,4,4,2,5,4,4,4,4,1,5,3,"33","Female",1,2,1,4,2
"360",10,1,2,3,3,5,6,6,5,5,5,3,1,1,2,5,7,3,6,3,3,1,3,2,1,5,1,2,1,1,2,2,1,2,2,1,5,3,1,3,5,6,5,1,6,3,3,1,3,2,5,3,"37","Female",1,1,1,4,1
"361",10,1,1,1,2,7,7,6,7,6,1,2,1,7,6,7,7,1,2,3,2,1,2,5,1,7,1,1,1,1,2,2,1,1,1,7,5,1,1,1,7,1,7,6,7,1,6,1,7,1,5,3,"37","Male",1,1,1,4,1
"362",10,1,5,2,2,6,6,5,2,6,5,6,2,6,3,6,5,5,6,3,5,4,6,3,3,5,2,2,1,1,1,2,1,1,2,4,2,2,6,3,6,3,6,6,5,3,6,5,5,2,5,3,"55","Female",1,2,1,6,1
"363",10,1,5,6,5,6,5,3,6,6,6,6,5,6,5,6,6,5,6,6,4,6,4,6,4,5,1,2,1,2,1,1,1,1,6,4,6,5,3,4,5,5,5,3,6,3,4,6,6,1,5,3,"61","Female",1,2,2,4,2
"364",10,1,4,1,4,4,5,1,1,1,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,2,2,1,1,2,2,1,1,7,2,4,7,1,7,1,7,4,4,1,7,4,1,5,2,5,3,"60","Female",1,1,2,4,1
"365",10,1,7,6,7,5,7,6,7,6,7,5,7,5,6,5,7,6,7,7,7,7,6,5,7,7,1,1,1,2,1,1,2,1,7,6,7,5,7,5,6,5,7,6,7,6,7,6,7,1,5,2,"31","Male",1,2,2,4,2
"366",10,1,1,1,1,6,7,7,7,7,5,3,1,6,2,1,7,3,6,4,3,3,3,2,5,6,2,2,1,1,2,2,1,1,1,1,7,1,6,7,6,6,7,1,6,1,7,1,7,1,5,3,"24","Female",1,1,1,4,1
"367",10,1,2,2,2,5,5,4,5,5,4,3,4,5,3,2,4,1,5,3,1,5,4,1,1,6,2,1,1,1,2,2,2,2,6,2,6,3,5,5,5,3,5,2,4,4,5,4,5,2,5,3,"30","Male",1,1,1,4,1
"368",10,1,3,1,1,7,7,5,7,5,1,3,6,3,2,7,5,1,5,4,1,1,2,2,3,6,2,1,1,1,2,2,1,2,2,2,7,1,5,6,6,6,6,1,6,1,6,7,2,1,5,3,"39","Female",1,1,1,4,1
"369",10,1,3,2,4,4,4,4,5,4,5,5,5,4,6,6,6,5,6,5,5,5,6,5,4,5,1,1,1,1,2,1,2,2,5,5,3,3,3,3,6,5,3,3,3,5,3,3,3,1,5,1,"33","Female",2,1,2,6,1
"370",10,1,2,1,2,5,5,2,4,4,6,5,6,3,2,2,4,2,5,1,2,3,1,4,2,5,2,2,1,1,2,2,1,1,4,4,6,5,3,6,5,3,7,3,4,3,6,6,7,2,5,3,"35","Male",1,1,1,4,1
"371",10,1,1,2,1,7,7,6,7,6,1,2,1,2,1,1,6,2,3,3,1,1,1,1,1,7,1,1,1,1,2,2,1,1,1,1,2,1,1,7,6,1,7,1,6,1,7,1,7,1,5,3,"31","Female",1,1,1,4,1
"372",10,1,1,1,1,6,5,5,6,6,4,4,5,2,2,3,6,2,5,3,2,2,1,1,2,6,2,2,1,1,2,2,1,1,2,2,6,3,3,6,6,3,6,2,4,2,6,3,6,2,5,3,"37","Male",1,1,1,4,1
"373",10,1,1,2,2,7,7,7,7,7,6,5,6,3,3,3,7,1,3,2,2,2,2,3,2,6,2,2,1,1,2,2,1,1,1,2,7,1,4,5,7,4,6,1,4,1,6,6,5,2,5,3,"36","Male",2,1,1,4,1
"374",10,1,1,1,1,7,7,2,4,2,5,3,3,1,1,1,5,1,2,2,1,6,4,1,1,5,2,1,1,1,1,2,1,1,5,3,1,5,1,7,7,4,7,1,4,2,7,3,7,2,5,3,"34","Female",1,1,1,4,1
"375",10,1,1,2,1,7,7,7,6,7,6,1,1,2,1,1,7,2,5,2,2,1,1,1,3,7,2,2,1,1,2,2,1,1,1,1,6,1,1,7,7,7,1,1,7,1,7,1,7,1,5,3,"35","Female",1,1,1,4,1
"376",10,1,1,5,5,7,7,7,7,7,2,1,5,5,5,5,3,1,5,3,1,5,6,1,1,6,2,1,1,1,2,2,1,1,1,5,5,1,5,3,7,5,3,1,6,1,3,5,2,2,5,3,"45","Female",1,1,1,4,1
"377",10,1,1,1,1,7,7,6,7,7,7,7,5,5,2,2,7,7,7,6,3,1,1,1,1,7,2,2,1,1,2,2,1,1,1,1,7,1,3,3,7,7,7,1,6,1,7,4,7,1,5,3,"30","Male",1,1,1,4,1
"378",10,1,3,2,3,4,4,3,3,4,4,4,5,4,3,3,4,2,5,3,5,5,1,4,5,6,2,2,1,1,2,2,2,2,3,3,5,3,4,5,5,4,5,3,5,3,5,5,5,2,5,3,"28","Male",1,1,1,4,1
"379",10,1,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,2,2,2,2,2,2,2,2,5,2,2,1,1,2,2,1,1,4,4,4,5,3,3,4,4,4,5,3,4,4,4,5,2,5,3,"27","Male",1,1,1,4,1
"380",10,1,7,5,4,6,7,6,4,7,5,3,5,6,7,6,5,6,5,7,5,7,6,7,4,7,1,1,2,2,1,1,1,1,7,6,7,3,5,7,4,5,6,7,6,4,5,6,7,1,5,2,"50","Male",2,1,1,4,1
"381",10,1,6,7,4,7,6,5,5,4,5,6,5,4,6,5,4,4,3,5,5,6,7,2,7,6,1,1,1,1,2,1,1,1,2,2,2,3,4,2,7,4,6,4,6,5,2,6,4,2,5,3,"26","Female",1,1,1,4,1
"382",10,1,6,7,5,7,7,6,7,5,6,7,6,5,7,6,7,6,7,5,5,6,5,6,5,7,1,1,2,1,2,2,1,2,7,6,5,7,5,6,7,5,7,6,5,6,5,7,6,1,5,3,"25","Female",1,1,2,4,1
"383",10,1,4,4,4,4,4,6,7,6,2,1,1,6,1,2,7,1,5,2,2,1,1,3,1,6,2,2,1,1,2,2,1,1,1,1,4,1,6,7,4,7,4,4,4,2,4,1,6,2,5,3,"58","Female",1,1,1,4,1
"384",10,1,1,1,1,7,7,7,7,7,4,5,1,1,1,1,6,6,7,5,7,5,4,5,7,7,2,2,1,1,2,2,1,1,1,4,1,2,6,7,7,7,7,1,6,1,7,1,7,1,5,3,"77","Female",1,1,1,4,1
"385",10,1,5,6,5,6,7,5,6,7,6,5,7,6,5,7,7,6,6,5,7,6,7,5,7,6,2,2,2,2,2,1,2,1,5,5,6,7,6,4,5,5,7,5,7,7,6,7,6,1,5,3,"39","Male",2,1,2,6,1
"386",10,1,4,4,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,2,2,2,5,2,2,4,1,2,1,1,2,2,1,2,5,4,4,5,5,4,5,5,4,4,4,3,4,4,4,2,5,3,"30","Male",1,1,2,4,1
"387",10,1,2,1,1,7,7,5,5,2,4,1,5,4,2,3,1,1,3,4,6,2,1,5,1,6,1,2,1,1,2,2,1,1,3,7,1,4,5,6,6,7,5,1,3,2,5,7,4,2,5,3,"36","Female",1,1,1,4,2
"388",10,1,2,1,1,7,7,7,7,7,1,1,1,7,1,1,7,1,1,1,1,1,1,2,1,6,2,2,1,1,2,2,1,1,1,1,7,1,7,7,7,7,7,1,7,1,7,1,7,2,5,3,"56","Female",1,1,1,4,1
"389",10,1,6,4,6,5,5,5,4,5,4,6,5,7,7,6,4,6,5,5,4,4,2,3,1,6,1,1,1,1,1,1,1,1,6,5,4,6,5,4,6,5,4,3,6,5,6,5,4,1,5,3,"34","Male",1,1,1,6,1
"390",10,1,6,5,4,6,5,7,6,5,4,6,5,7,6,5,4,5,5,4,4,4,4,5,2,5,1,1,1,1,1,1,1,1,6,5,4,7,6,5,6,5,4,7,6,5,4,5,5,1,5,3,"38","Female",1,1,1,6,1
"391",10,1,2,2,2,5,6,3,4,3,4,3,3,2,4,7,6,2,4,3,2,5,4,2,2,2,2,2,1,1,2,2,1,1,5,2,5,6,2,4,5,3,6,2,2,3,6,4,1,1,5,3,"24","Male",1,1,1,4,2
